index,field,pv,value
806,v_sofb_disabled,SR09A-PC-VSTR-01:SLOW:DISABLED,0
814,error_sum,SR09A-PC-HSTR-02:ERCSUM,0
814,state,SR09A-PC-HSTR-02:STATE,2
814,h_fofb_disabled,SR09A-PC-HSTR-02:FAST:DISABLED,0
814,h_sofb_disabled,SR09A-PC-HSTR-02:SLOW:DISABLED,0
814,error_sum,SR09A-PC-VSTR-02:ERCSUM,0
814,state,SR09A-PC-VSTR-02:STATE,2
814,v_fofb_disabled,SR09A-PC-VSTR-02:FAST:DISABLED,0
814,v_sofb_disabled,SR09A-PC-VSTR-02:SLOW:DISABLED,0
817,enabled,SR09C-DI-EBPM-02:CF:ENABLED_S,1
817,x_fofb_disabled,SR09C-PC-HBPM-02:FAST:DISABLED,0
817,x_sofb_disabled,SR09C-PC-HBPM-02:SLOW:DISABLED,0
817,y_fofb_disabled,SR09C-PC-VBPM-02:FAST:DISABLED,0
817,y_sofb_disabled,SR09C-PC-VBPM-02:SLOW:DISABLED,0
823,enabled,SR09C-DI-EBPM-03:CF:ENABLED_S,1
823,x_fofb_disabled,SR09C-PC-HBPM-03:FAST:DISABLED,0
823,x_sofb_disabled,SR09C-PC-HBPM-03:SLOW:DISABLED,0
823,y_fofb_disabled,SR09C-PC-VBPM-03:FAST:DISABLED,0
823,y_sofb_disabled,SR09C-PC-VBPM-03:SLOW:DISABLED,0
826,error_sum,SR09A-PC-HSTR-03:ERCSUM,0
826,state,SR09A-PC-HSTR-03:STATE,2
826,h_fofb_disabled,SR09A-PC-HSTR-03:FAST:DISABLED,0
826,h_sofb_disabled,SR09A-PC-HSTR-03:SLOW:DISABLED,0
826,error_sum,SR09A-PC-VSTR-03:ERCSUM,0
826,state,SR09A-PC-VSTR-03:STATE,2
826,v_fofb_disabled,SR09A-PC-VSTR-03:FAST:DISABLED,0
826,v_sofb_disabled,SR09A-PC-VSTR-03:SLOW:DISABLED,0
831,enabled,SR09C-DI-EBPM-04:CF:ENABLED_S,1
831,x_fofb_disabled,SR09C-PC-HBPM-04:FAST:DISABLED,0
831,x_sofb_disabled,SR09C-PC-HBPM-04:SLOW:DISABLED,0
831,y_fofb_disabled,SR09C-PC-VBPM-04:FAST:DISABLED,0
831,y_sofb_disabled,SR09C-PC-VBPM-04:SLOW:DISABLED,0
834,error_sum,SR09A-PC-HSTR-04:ERCSUM,0
834,state,SR09A-PC-HSTR-04:STATE,2
834,h_fofb_disabled,SR09A-PC-HSTR-04:FAST:DISABLED,0
834,h_sofb_disabled,SR09A-PC-HSTR-04:SLOW:DISABLED,0
834,error_sum,SR09A-PC-VSTR-04:ERCSUM,0
834,state,SR09A-PC-VSTR-04:STATE,2
834,v_fofb_disabled,SR09A-PC-VSTR-04:FAST:DISABLED,0
834,v_sofb_disabled,SR09A-PC-VSTR-04:SLOW:DISABLED,0
840,error_sum,SR09A-PC-HSTR-05:ERCSUM,0
840,state,SR09A-PC-HSTR-05:STATE,2
840,h_fofb_disabled,SR09A-PC-HSTR-05:FAST:DISABLED,0
840,h_sofb_disabled,SR09A-PC-HSTR-05:SLOW:DISABLED,0
840,error_sum,SR09A-PC-VSTR-05:ERCSUM,0
840,state,SR09A-PC-VSTR-05:STATE,2
840,v_fofb_disabled,SR09A-PC-VSTR-05:FAST:DISABLED,0
840,v_sofb_disabled,SR09A-PC-VSTR-05:SLOW:DISABLED,0
845,enabled,SR09C-DI-EBPM-05:CF:ENABLED_S,1
845,x_fofb_disabled,SR09C-PC-HBPM-05:FAST:DISABLED,0
845,x_sofb_disabled,SR09C-PC-HBPM-05:SLOW:DISABLED,0
845,y_fofb_disabled,SR09C-PC-VBPM-05:FAST:DISABLED,0
845,y_sofb_disabled,SR09C-PC-VBPM-05:SLOW:DISABLED,0
850,error_sum,SR09A-PC-HSTR-06:ERCSUM,0
850,state,SR09A-PC-HSTR-06:STATE,2
850,h_fofb_disabled,SR09A-PC-HSTR-06:FAST:DISABLED,0
850,h_sofb_disabled,SR09A-PC-HSTR-06:SLOW:DISABLED,0
850,error_sum,SR09A-PC-VSTR-06:ERCSUM,0
850,state,SR09A-PC-VSTR-06:STATE,2
850,v_fofb_disabled,SR09A-PC-VSTR-06:FAST:DISABLED,0
850,v_sofb_disabled,SR09A-PC-VSTR-06:SLOW:DISABLED,0
855,enabled,SR09C-DI-EBPM-06:CF:ENABLED_S,1
855,x_fofb_disabled,SR09C-PC-HBPM-06:FAST:DISABLED,0
855,x_sofb_disabled,SR09C-PC-HBPM-06:SLOW:DISABLED,0
855,y_fofb_disabled,SR09C-PC-VBPM-06:FAST:DISABLED,0
855,y_sofb_disabled,SR09C-PC-VBPM-06:SLOW:DISABLED,0
860,error_sum,SR09A-PC-HSTR-07:ERCSUM,0
860,state,SR09A-PC-HSTR-07:STATE,2
860,h_fofb_disabled,SR09A-PC-HSTR-07:FAST:DISABLED,0
860,h_sofb_disabled,SR09A-PC-HSTR-07:SLOW:DISABLED,0
860,error_sum,SR09A-PC-VSTR-07:ERCSUM,0
860,state,SR09A-PC-VSTR-07:STATE,2
860,v_fofb_disabled,SR09A-PC-VSTR-07:FAST:DISABLED,0
860,v_sofb_disabled,SR09A-PC-VSTR-07:SLOW:DISABLED,0
865,enabled,SR09C-DI-EBPM-07:CF:ENABLED_S,1
865,x_fofb_disabled,SR09C-PC-HBPM-07:FAST:DISABLED,0
865,x_sofb_disabled,SR09C-PC-HBPM-07:SLOW:DISABLED,0
865,y_fofb_disabled,SR09C-PC-VBPM-07:FAST:DISABLED,0
865,y_sofb_disabled,SR09C-PC-VBPM-07:SLOW:DISABLED,0
915,enabled,SR10C-DI-EBPM-01:CF:ENABLED_S,1
915,x_fofb_disabled,SR10C-PC-HBPM-01:FAST:DISABLED,0
915,x_sofb_disabled,SR10C-PC-HBPM-01:SLOW:DISABLED,0
915,y_fofb_disabled,SR10C-PC-VBPM-01:FAST:DISABLED,0
915,y_sofb_disabled,SR10C-PC-VBPM-01:SLOW:DISABLED,0
920,error_sum,SR10A-PC-HSTR-01:ERCSUM,0
920,state,SR10A-PC-HSTR-01:STATE,2
920,h_fofb_disabled,SR10A-PC-HSTR-01:FAST:DISABLED,0
920,h_sofb_disabled,SR10A-PC-HSTR-01:SLOW:DISABLED,0
920,error_sum,SR10A-PC-VSTR-01:ERCSUM,0
920,state,SR10A-PC-VSTR-01:STATE,2
920,v_fofb_disabled,SR10A-PC-VSTR-01:FAST:DISABLED,0
920,v_sofb_disabled,SR10A-PC-VSTR-01:SLOW:DISABLED,0
928,error_sum,SR10A-PC-HSTR-02:ERCSUM,0
928,state,SR10A-PC-HSTR-02:STATE,2
928,h_fofb_disabled,SR10A-PC-HSTR-02:FAST:DISABLED,0
928,h_sofb_disabled,SR10A-PC-HSTR-02:SLOW:DISABLED,0
928,error_sum,SR10A-PC-VSTR-02:ERCSUM,0
928,state,SR10A-PC-VSTR-02:STATE,2
928,v_fofb_disabled,SR10A-PC-VSTR-02:FAST:DISABLED,0
928,v_sofb_disabled,SR10A-PC-VSTR-02:SLOW:DISABLED,0
931,enabled,SR10C-DI-EBPM-02:CF:ENABLED_S,1
931,x_fofb_disabled,SR10C-PC-HBPM-02:FAST:DISABLED,0
931,x_sofb_disabled,SR10C-PC-HBPM-02:SLOW:DISABLED,0
931,y_fofb_disabled,SR10C-PC-VBPM-02:FAST:DISABLED,0
931,y_sofb_disabled,SR10C-PC-VBPM-02:SLOW:DISABLED,0
937,enabled,SR10C-DI-EBPM-03:CF:ENABLED_S,1
937,x_fofb_disabled,SR10C-PC-HBPM-03:FAST:DISABLED,0
937,x_sofb_disabled,SR10C-PC-HBPM-03:SLOW:DISABLED,0
937,y_fofb_disabled,SR10C-PC-VBPM-03:FAST:DISABLED,0
937,y_sofb_disabled,SR10C-PC-VBPM-03:SLOW:DISABLED,0
940,error_sum,SR10A-PC-HSTR-03:ERCSUM,0
940,state,SR10A-PC-HSTR-03:STATE,2
940,h_fofb_disabled,SR10A-PC-HSTR-03:FAST:DISABLED,0
940,h_sofb_disabled,SR10A-PC-HSTR-03:SLOW:DISABLED,0
940,error_sum,SR10A-PC-VSTR-03:ERCSUM,0
940,state,SR10A-PC-VSTR-03:STATE,2
940,v_fofb_disabled,SR10A-PC-VSTR-03:FAST:DISABLED,0
940,v_sofb_disabled,SR10A-PC-VSTR-03:SLOW:DISABLED,0
945,enabled,SR10C-DI-EBPM-04:CF:ENABLED_S,1
945,x_fofb_disabled,SR10C-PC-HBPM-04:FAST:DISABLED,0
945,x_sofb_disabled,SR10C-PC-HBPM-04:SLOW:DISABLED,0
945,y_fofb_disabled,SR10C-PC-VBPM-04:FAST:DISABLED,0
945,y_sofb_disabled,SR10C-PC-VBPM-04:SLOW:DISABLED,0
948,error_sum,SR10A-PC-HSTR-04:ERCSUM,0
948,state,SR10A-PC-HSTR-04:STATE,2
948,h_fofb_disabled,SR10A-PC-HSTR-04:FAST:DISABLED,0
948,h_sofb_disabled,SR10A-PC-HSTR-04:SLOW:DISABLED,0
948,error_sum,SR10A-PC-VSTR-04:ERCSUM,0
948,state,SR10A-PC-VSTR-04:STATE,2
948,v_fofb_disabled,SR10A-PC-VSTR-04:FAST:DISABLED,0
948,v_sofb_disabled,SR10A-PC-VSTR-04:SLOW:DISABLED,0
954,error_sum,SR10A-PC-HSTR-05:ERCSUM,0
954,state,SR10A-PC-HSTR-05:STATE,2
954,h_fofb_disabled,SR10A-PC-HSTR-05:FAST:DISABLED,0
954,h_sofb_disabled,SR10A-PC-HSTR-05:SLOW:DISABLED,0
954,error_sum,SR10A-PC-VSTR-05:ERCSUM,0
954,state,SR10A-PC-VSTR-05:STATE,2
954,v_fofb_disabled,SR10A-PC-VSTR-05:FAST:DISABLED,0
954,v_sofb_disabled,SR10A-PC-VSTR-05:SLOW:DISABLED,0
959,enabled,SR10C-DI-EBPM-05:CF:ENABLED_S,1
959,x_fofb_disabled,SR10C-PC-HBPM-05:FAST:DISABLED,0
959,x_sofb_disabled,SR10C-PC-HBPM-05:SLOW:DISABLED,0
959,y_fofb_disabled,SR10C-PC-VBPM-05:FAST:DISABLED,0
959,y_sofb_disabled,SR10C-PC-VBPM-05:SLOW:DISABLED,0
964,error_sum,SR10A-PC-HSTR-06:ERCSUM,0
964,state,SR10A-PC-HSTR-06:STATE,2
964,h_fofb_disabled,SR10A-PC-HSTR-06:FAST:DISABLED,0
964,h_sofb_disabled,SR10A-PC-HSTR-06:SLOW:DISABLED,0
964,error_sum,SR10A-PC-VSTR-06:ERCSUM,0
964,state,SR10A-PC-VSTR-06:STATE,2
964,v_fofb_disabled,SR10A-PC-VSTR-06:FAST:DISABLED,0
964,v_sofb_disabled,SR10A-PC-VSTR-06:SLOW:DISABLED,0
969,enabled,SR10C-DI-EBPM-06:CF:ENABLED_S,1
969,x_fofb_disabled,SR10C-PC-HBPM-06:FAST:DISABLED,0
969,x_sofb_disabled,SR10C-PC-HBPM-06:SLOW:DISABLED,0
969,y_fofb_disabled,SR10C-PC-VBPM-06:FAST:DISABLED,0
969,y_sofb_disabled,SR10C-PC-VBPM-06:SLOW:DISABLED,0
974,error_sum,SR10A-PC-HSTR-07:ERCSUM,0
974,state,SR10A-PC-HSTR-07:STATE,2
974,h_fofb_disabled,SR10A-PC-HSTR-07:FAST:DISABLED,0
974,h_sofb_disabled,SR10A-PC-HSTR-07:SLOW:DISABLED,0
974,error_sum,SR10A-PC-VSTR-07:ERCSUM,0
974,state,SR10A-PC-VSTR-07:STATE,2
974,v_fofb_disabled,SR10A-PC-VSTR-07:FAST:DISABLED,0
974,v_sofb_disabled,SR10A-PC-VSTR-07:SLOW:DISABLED,0
979,enabled,SR10C-DI-EBPM-07:CF:ENABLED_S,1
979,x_fofb_disabled,SR10C-PC-HBPM-07:FAST:DISABLED,0
979,x_sofb_disabled,SR10C-PC-HBPM-07:SLOW:DISABLED,0
979,y_fofb_disabled,SR10C-PC-VBPM-07:FAST:DISABLED,0
979,y_sofb_disabled,SR10C-PC-VBPM-07:SLOW:DISABLED,0
993,enabled,SR11C-DI-EBPM-01:CF:ENABLED_S,1
993,x_fofb_disabled,SR11C-PC-HBPM-01:FAST:DISABLED,0
993,x_sofb_disabled,SR11C-PC-HBPM-01:SLOW:DISABLED,0
993,y_fofb_disabled,SR11C-PC-VBPM-01:FAST:DISABLED,0
993,y_sofb_disabled,SR11C-PC-VBPM-01:SLOW:DISABLED,0
998,error_sum,SR11A-PC-HSTR-01:ERCSUM,0
998,state,SR11A-PC-HSTR-01:STATE,2
998,h_fofb_disabled,SR11A-PC-HSTR-01:FAST:DISABLED,0
998,h_sofb_disabled,SR11A-PC-HSTR-01:SLOW:DISABLED,0
998,error_sum,SR11A-PC-VSTR-01:ERCSUM,0
998,state,SR11A-PC-VSTR-01:STATE,2
998,v_fofb_disabled,SR11A-PC-VSTR-01:FAST:DISABLED,0
998,v_sofb_disabled,SR11A-PC-VSTR-01:SLOW:DISABLED,0
1006,error_sum,SR11A-PC-HSTR-02:ERCSUM,0
1006,state,SR11A-PC-HSTR-02:STATE,2
1006,h_fofb_disabled,SR11A-PC-HSTR-02:FAST:DISABLED,0
1006,h_sofb_disabled,SR11A-PC-HSTR-02:SLOW:DISABLED,0
1006,error_sum,SR11A-PC-VSTR-02:ERCSUM,0
1006,state,SR11A-PC-VSTR-02:STATE,2
1006,v_fofb_disabled,SR11A-PC-VSTR-02:FAST:DISABLED,0
1006,v_sofb_disabled,SR11A-PC-VSTR-02:SLOW:DISABLED,0
1009,enabled,SR11C-DI-EBPM-02:CF:ENABLED_S,1
1009,x_fofb_disabled,SR11C-PC-HBPM-02:FAST:DISABLED,0
1009,x_sofb_disabled,SR11C-PC-HBPM-02:SLOW:DISABLED,0
1009,y_fofb_disabled,SR11C-PC-VBPM-02:FAST:DISABLED,0
1009,y_sofb_disabled,SR11C-PC-VBPM-02:SLOW:DISABLED,0
1015,enabled,SR11C-DI-EBPM-03:CF:ENABLED_S,1
1015,x_fofb_disabled,SR11C-PC-HBPM-03:FAST:DISABLED,0
1015,x_sofb_disabled,SR11C-PC-HBPM-03:SLOW:DISABLED,0
1015,y_fofb_disabled,SR11C-PC-VBPM-03:FAST:DISABLED,0
1015,y_sofb_disabled,SR11C-PC-VBPM-03:SLOW:DISABLED,0
1018,error_sum,SR11A-PC-HSTR-03:ERCSUM,0
1018,state,SR11A-PC-HSTR-03:STATE,2
1018,h_fofb_disabled,SR11A-PC-HSTR-03:FAST:DISABLED,0
1018,h_sofb_disabled,SR11A-PC-HSTR-03:SLOW:DISABLED,0
1018,error_sum,SR11A-PC-VSTR-03:ERCSUM,0
1018,state,SR11A-PC-VSTR-03:STATE,2
1018,v_fofb_disabled,SR11A-PC-VSTR-03:FAST:DISABLED,0
1018,v_sofb_disabled,SR11A-PC-VSTR-03:SLOW:DISABLED,0
1023,enabled,SR11C-DI-EBPM-04:CF:ENABLED_S,1
1023,x_fofb_disabled,SR11C-PC-HBPM-04:FAST:DISABLED,0
1023,x_sofb_disabled,SR11C-PC-HBPM-04:SLOW:DISABLED,0
1023,y_fofb_disabled,SR11C-PC-VBPM-04:FAST:DISABLED,0
1023,y_sofb_disabled,SR11C-PC-VBPM-04:SLOW:DISABLED,0
1026,error_sum,SR11A-PC-HSTR-04:ERCSUM,0
1026,state,SR11A-PC-HSTR-04:STATE,2
1026,h_fofb_disabled,SR11A-PC-HSTR-04:FAST:DISABLED,0
1026,h_sofb_disabled,SR11A-PC-HSTR-04:SLOW:DISABLED,0
1026,error_sum,SR11A-PC-VSTR-04:ERCSUM,0
1026,state,SR11A-PC-VSTR-04:STATE,2
1026,v_fofb_disabled,SR11A-PC-VSTR-04:FAST:DISABLED,0
1026,v_sofb_disabled,SR11A-PC-VSTR-04:SLOW:DISABLED,0
1039,enabled,SR11C-DI-EBPM-05:CF:ENABLED_S,1
1039,x_fofb_disabled,SR11C-PC-HBPM-05:FAST:DISABLED,0
1039,x_sofb_disabled,SR11C-PC-HBPM-05:SLOW:DISABLED,0
1039,y_fofb_disabled,SR11C-PC-VBPM-05:FAST:DISABLED,0
1039,y_sofb_disabled,SR11C-PC-VBPM-05:SLOW:DISABLED,0
1044,error_sum,SR11A-PC-HSTR-06:ERCSUM,0
1044,state,SR11A-PC-HSTR-06:STATE,2
1044,h_fofb_disabled,SR11A-PC-HSTR-06:FAST:DISABLED,0
1044,h_sofb_disabled,SR11A-PC-HSTR-06:SLOW:DISABLED,0
1044,error_sum,SR11A-PC-VSTR-06:ERCSUM,0
1044,state,SR11A-PC-VSTR-06:STATE,2
1044,v_fofb_disabled,SR11A-PC-VSTR-06:FAST:DISABLED,0
1044,v_sofb_disabled,SR11A-PC-VSTR-06:SLOW:DISABLED,0
1049,enabled,SR11C-DI-EBPM-06:CF:ENABLED_S,1
1049,x_fofb_disabled,SR11C-PC-HBPM-06:FAST:DISABLED,0
1049,x_sofb_disabled,SR11C-PC-HBPM-06:SLOW:DISABLED,0
1049,y_fofb_disabled,SR11C-PC-VBPM-06:FAST:DISABLED,0
1049,y_sofb_disabled,SR11C-PC-VBPM-06:SLOW:DISABLED,0
1054,error_sum,SR11A-PC-HSTR-07:ERCSUM,0
1054,state,SR11A-PC-HSTR-07:STATE,2
1054,h_fofb_disabled,SR11A-PC-HSTR-07:FAST:DISABLED,0
1054,h_sofb_disabled,SR11A-PC-HSTR-07:SLOW:DISABLED,0
1054,error_sum,SR11A-PC-VSTR-07:ERCSUM,0
1054,state,SR11A-PC-VSTR-07:STATE,2
1054,v_fofb_disabled,SR11A-PC-VSTR-07:FAST:DISABLED,0
1054,v_sofb_disabled,SR11A-PC-VSTR-07:SLOW:DISABLED,0
1059,enabled,SR11C-DI-EBPM-07:CF:ENABLED_S,1
1059,x_fofb_disabled,SR11C-PC-HBPM-07:FAST:DISABLED,0
1059,x_sofb_disabled,SR11C-PC-HBPM-07:SLOW:DISABLED,0
1059,y_fofb_disabled,SR11C-PC-VBPM-07:FAST:DISABLED,0
1059,y_sofb_disabled,SR11C-PC-VBPM-07:SLOW:DISABLED,0
1073,enabled,SR12C-DI-EBPM-01:CF:ENABLED_S,1
1073,x_fofb_disabled,SR12C-PC-HBPM-01:FAST:DISABLED,0
1073,x_sofb_disabled,SR12C-PC-HBPM-01:SLOW:DISABLED,0
1073,y_fofb_disabled,SR12C-PC-VBPM-01:FAST:DISABLED,0
1073,y_sofb_disabled,SR12C-PC-VBPM-01:SLOW:DISABLED,0
1078,error_sum,SR12A-PC-HSTR-01:ERCSUM,0
1078,state,SR12A-PC-HSTR-01:STATE,2
1078,h_fofb_disabled,SR12A-PC-HSTR-01:FAST:DISABLED,0
1078,h_sofb_disabled,SR12A-PC-HSTR-01:SLOW:DISABLED,0
1078,error_sum,SR12A-PC-VSTR-01:ERCSUM,0
1078,state,SR12A-PC-VSTR-01:STATE,2
1078,v_fofb_disabled,SR12A-PC-VSTR-01:FAST:DISABLED,0
1078,v_sofb_disabled,SR12A-PC-VSTR-01:SLOW:DISABLED,0
1086,error_sum,SR12A-PC-HSTR-02:ERCSUM,0
1086,state,SR12A-PC-HSTR-02:STATE,2
1086,h_fofb_disabled,SR12A-PC-HSTR-02:FAST:DISABLED,0
1086,h_sofb_disabled,SR12A-PC-HSTR-02:SLOW:DISABLED,0
1086,error_sum,SR12A-PC-VSTR-02:ERCSUM,0
1086,state,SR12A-PC-VSTR-02:STATE,2
1086,v_fofb_disabled,SR12A-PC-VSTR-02:FAST:DISABLED,0
1086,v_sofb_disabled,SR12A-PC-VSTR-02:SLOW:DISABLED,0
1089,enabled,SR12C-DI-EBPM-02:CF:ENABLED_S,1
1089,x_fofb_disabled,SR12C-PC-HBPM-02:FAST:DISABLED,0
1089,x_sofb_disabled,SR12C-PC-HBPM-02:SLOW:DISABLED,0
1089,y_fofb_disabled,SR12C-PC-VBPM-02:FAST:DISABLED,0
1089,y_sofb_disabled,SR12C-PC-VBPM-02:SLOW:DISABLED,0
1095,enabled,SR12C-DI-EBPM-03:CF:ENABLED_S,1
1095,x_fofb_disabled,SR12C-PC-HBPM-03:FAST:DISABLED,0
1095,x_sofb_disabled,SR12C-PC-HBPM-03:SLOW:DISABLED,0
1095,y_fofb_disabled,SR12C-PC-VBPM-03:FAST:DISABLED,0
1095,y_sofb_disabled,SR12C-PC-VBPM-03:SLOW:DISABLED,0
1098,error_sum,SR12A-PC-HSTR-03:ERCSUM,0
1098,state,SR12A-PC-HSTR-03:STATE,2
1098,h_fofb_disabled,SR12A-PC-HSTR-03:FAST:DISABLED,0
1098,h_sofb_disabled,SR12A-PC-HSTR-03:SLOW:DISABLED,0
1098,error_sum,SR12A-PC-VSTR-03:ERCSUM,0
1098,state,SR12A-PC-VSTR-03:STATE,2
1098,v_fofb_disabled,SR12A-PC-VSTR-03:FAST:DISABLED,0
1098,v_sofb_disabled,SR12A-PC-VSTR-03:SLOW:DISABLED,0
1103,enabled,SR12C-DI-EBPM-04:CF:ENABLED_S,1
1103,x_fofb_disabled,SR12C-PC-HBPM-04:FAST:DISABLED,0
1103,x_sofb_disabled,SR12C-PC-HBPM-04:SLOW:DISABLED,0
1103,y_fofb_disabled,SR12C-PC-VBPM-04:FAST:DISABLED,0
1103,y_sofb_disabled,SR12C-PC-VBPM-04:SLOW:DISABLED,0
1106,error_sum,SR12A-PC-HSTR-04:ERCSUM,0
1106,state,SR12A-PC-HSTR-04:STATE,2
1106,h_fofb_disabled,SR12A-PC-HSTR-04:FAST:DISABLED,0
1106,h_sofb_disabled,SR12A-PC-HSTR-04:SLOW:DISABLED,0
1106,error_sum,SR12A-PC-VSTR-04:ERCSUM,0
1106,state,SR12A-PC-VSTR-04:STATE,2
1106,v_fofb_disabled,SR12A-PC-VSTR-04:FAST:DISABLED,0
1106,v_sofb_disabled,SR12A-PC-VSTR-04:SLOW:DISABLED,0
1112,error_sum,SR12A-PC-HSTR-05:ERCSUM,0
1112,state,SR12A-PC-HSTR-05:STATE,2
1112,h_fofb_disabled,SR12A-PC-HSTR-05:FAST:DISABLED,0
1112,h_sofb_disabled,SR12A-PC-HSTR-05:SLOW:DISABLED,0
1112,error_sum,SR12A-PC-VSTR-05:ERCSUM,0
1112,state,SR12A-PC-VSTR-05:STATE,2
1112,v_fofb_disabled,SR12A-PC-VSTR-05:FAST:DISABLED,0
1112,v_sofb_disabled,SR12A-PC-VSTR-05:SLOW:DISABLED,0
1117,enabled,SR12C-DI-EBPM-05:CF:ENABLED_S,1
1117,x_fofb_disabled,SR12C-PC-HBPM-05:FAST:DISABLED,0
1117,x_sofb_disabled,SR12C-PC-HBPM-05:SLOW:DISABLED,0
1117,y_fofb_disabled,SR12C-PC-VBPM-05:FAST:DISABLED,0
1117,y_sofb_disabled,SR12C-PC-VBPM-05:SLOW:DISABLED,0
1122,error_sum,SR12A-PC-HSTR-06:ERCSUM,0
1122,state,SR12A-PC-HSTR-06:STATE,2
1122,h_fofb_disabled,SR12A-PC-HSTR-06:FAST:DISABLED,0
1122,h_sofb_disabled,SR12A-PC-HSTR-06:SLOW:DISABLED,0
1122,error_sum,SR12A-PC-VSTR-06:ERCSUM,0
1122,state,SR12A-PC-VSTR-06:STATE,2
1122,v_fofb_disabled,SR12A-PC-VSTR-06:FAST:DISABLED,0
1122,v_sofb_disabled,SR12A-PC-VSTR-06:SLOW:DISABLED,0
1127,enabled,SR12C-DI-EBPM-06:CF:ENABLED_S,1
1127,x_fofb_disabled,SR12C-PC-HBPM-06:FAST:DISABLED,0
1127,x_sofb_disabled,SR12C-PC-HBPM-06:SLOW:DISABLED,0
1127,y_fofb_disabled,SR12C-PC-VBPM-06:FAST:DISABLED,0
1127,y_sofb_disabled,SR12C-PC-VBPM-06:SLOW:DISABLED,0
1132,error_sum,SR12A-PC-HSTR-07:ERCSUM,0
1132,state,SR12A-PC-HSTR-07:STATE,2
1132,h_fofb_disabled,SR12A-PC-HSTR-07:FAST:DISABLED,0
1132,h_sofb_disabled,SR12A-PC-HSTR-07:SLOW:DISABLED,0
1132,error_sum,SR12A-PC-VSTR-07:ERCSUM,0
1132,state,SR12A-PC-VSTR-07:STATE,2
1132,v_fofb_disabled,SR12A-PC-VSTR-07:FAST:DISABLED,0
1132,v_sofb_disabled,SR12A-PC-VSTR-07:SLOW:DISABLED,0
1135,OFFSET1,SR12A-PC-Q1D-10:OFFSET1,0
1143,enabled,SR12C-DI-EBPM-07:CF:ENABLED_S,1
1143,x_fofb_disabled,SR12C-PC-HBPM-07:FAST:DISABLED,0
1143,x_sofb_disabled,SR12C-PC-HBPM-07:SLOW:DISABLED,0
1143,y_fofb_disabled,SR12C-PC-VBPM-07:FAST:DISABLED,0
1143,y_sofb_disabled,SR12C-PC-VBPM-07:SLOW:DISABLED,0
1155,enabled,SR13S-DI-EBPM-01:CF:ENABLED_S,1
1155,x_fofb_disabled,SR13S-PC-HBPM-01:FAST:DISABLED,0
1155,x_sofb_disabled,SR13S-PC-HBPM-01:SLOW:DISABLED,0
1155,y_fofb_disabled,SR13S-PC-VBPM-01:FAST:DISABLED,0
1155,y_sofb_disabled,SR13S-PC-VBPM-01:SLOW:DISABLED,0
1157,error_sum,SR13S-PC-HSTR-01:ERCSUM,0
1157,state,SR13S-PC-HSTR-01:STATE,2
1157,h_fofb_disabled,SR13S-PC-HSTR-01:FAST:DISABLED,0
1157,h_sofb_disabled,SR13S-PC-HSTR-01:SLOW:DISABLED,0
1158,error_sum,SR13S-PC-VSTR-01:ERCSUM,0
1158,state,SR13S-PC-VSTR-01:STATE,2
1158,v_fofb_disabled,SR13S-PC-VSTR-01:FAST:DISABLED,0
1158,v_sofb_disabled,SR13S-PC-VSTR-01:SLOW:DISABLED,0
1168,enabled,SR13S-DI-EBPM-02:CF:ENABLED_S,1
1168,x_fofb_disabled,SR13S-PC-HBPM-02:FAST:DISABLED,0
1168,x_sofb_disabled,SR13S-PC-HBPM-02:SLOW:DISABLED,0
1168,y_fofb_disabled,SR13S-PC-VBPM-02:FAST:DISABLED,0
1168,y_sofb_disabled,SR13S-PC-VBPM-02:SLOW:DISABLED,0
1170,error_sum,SR13S-PC-HSTR-02:ERCSUM,0
1170,state,SR13S-PC-HSTR-02:STATE,2
1170,h_fofb_disabled,SR13S-PC-HSTR-02:FAST:DISABLED,0
1170,h_sofb_disabled,SR13S-PC-HSTR-02:SLOW:DISABLED,0
1171,error_sum,SR13S-PC-VSTR-02:ERCSUM,0
1171,state,SR13S-PC-VSTR-02:STATE,2
1171,v_fofb_disabled,SR13S-PC-VSTR-02:FAST:DISABLED,0
1171,v_sofb_disabled,SR13S-PC-VSTR-02:SLOW:DISABLED,0
1183,enabled,SR13C-DI-EBPM-01:CF:ENABLED_S,1
1183,x_fofb_disabled,SR13C-PC-HBPM-01:FAST:DISABLED,0
1183,x_sofb_disabled,SR13C-PC-HBPM-01:SLOW:DISABLED,0
1183,y_fofb_disabled,SR13C-PC-VBPM-01:FAST:DISABLED,0
1183,y_sofb_disabled,SR13C-PC-VBPM-01:SLOW:DISABLED,0
1191,OFFSET1,SR13A-PC-Q1D-01:OFFSET1,0
1194,error_sum,SR13A-PC-HSTR-01:ERCSUM,0
1194,state,SR13A-PC-HSTR-01:STATE,2
1194,h_fofb_disabled,SR13A-PC-HSTR-01:FAST:DISABLED,0
1194,h_sofb_disabled,SR13A-PC-HSTR-01:SLOW:DISABLED,0
1194,error_sum,SR13A-PC-VSTR-01:ERCSUM,0
1194,state,SR13A-PC-VSTR-01:STATE,2
1194,v_fofb_disabled,SR13A-PC-VSTR-01:FAST:DISABLED,0
1194,v_sofb_disabled,SR13A-PC-VSTR-01:SLOW:DISABLED,0
1202,error_sum,SR13A-PC-HSTR-02:ERCSUM,0
1202,state,SR13A-PC-HSTR-02:STATE,2
