id,field,pv,value
814,error_sum,SR09A-PC-VSTR-02:ERCSUM,0
814,state,SR09A-PC-VSTR-02:STATE,2
814,v_fofb_disabled,SR09A-PC-VSTR-02:FAST:DISABLED,0
814,v_sofb_disabled,SR09A-PC-VSTR-02:SLOW:DISABLED,0
817,enabled,SR09C-DI-EBPM-02:CF:ENABLED_S,1
817,x_fofb_disabled,SR09C-PC-HBPM-02:FAST:DISABLED,0
817,x_sofb_disabled,SR09C-PC-HBPM-02:SLOW:DISABLED,0
817,y_fofb_disabled,SR09C-PC-VBPM-02:FAST:DISABLED,0
817,y_sofb_disabled,SR09C-PC-VBPM-02:SLOW:DISABLED,0
823,enabled,SR09C-DI-EBPM-03:CF:ENABLED_S,1
823,x_fofb_disabled,SR09C-PC-HBPM-03:FAST:DISABLED,0
823,x_sofb_disabled,SR09C-PC-HBPM-03:SLOW:DISABLED,0
823,y_fofb_disabled,SR09C-PC-VBPM-03:FAST:DISABLED,0
823,y_sofb_disabled,SR09C-PC-VBPM-03:SLOW:DISABLED,0
826,error_sum,SR09A-PC-HSTR-03:ERCSUM,0
826,state,SR09A-PC-HSTR-03:STATE,2
826,h_fofb_disabled,SR09A-PC-HSTR-03:FAST:DISABLED,0
826,h_sofb_disabled,SR09A-PC-HSTR-03:SLOW:DISABLED,0
826,error_sum,SR09A-PC-VSTR-03:ERCSUM,0
826,state,SR09A-PC-VSTR-03:STATE,2
826,v_fofb_disabled,SR09A-PC-VSTR-03:FAST:DISABLED,0
826,v_sofb_disabled,SR09A-PC-VSTR-03:SLOW:DISABLED,0
831,enabled,SR09C-DI-EBPM-04:CF:ENABLED_S,1
831,x_fofb_disabled,SR09C-PC-HBPM-04:FAST:DISABLED,0
831,x_sofb_disabled,SR09C-PC-HBPM-04:SLOW:DISABLED,0
831,y_fofb_disabled,SR09C-PC-VBPM-04:FAST:DISABLED,0
831,y_sofb_disabled,SR09C-PC-VBPM-04:SLOW:DISABLED,0
834,error_sum,SR09A-PC-HSTR-04:ERCSUM,0
834,state,SR09A-PC-HSTR-04:STATE,2
834,h_fofb_disabled,SR09A-PC-HSTR-04:FAST:DISABLED,0
834,h_sofb_disabled,SR09A-PC-HSTR-04:SLOW:DISABLED,0
834,error_sum,SR09A-PC-VSTR-04:ERCSUM,0
834,state,SR09A-PC-VSTR-04:STATE,2
834,v_fofb_disabled,SR09A-PC-VSTR-04:FAST:DISABLED,0
834,v_sofb_disabled,SR09A-PC-VSTR-04:SLOW:DISABLED,0
840,error_sum,SR09A-PC-HSTR-05:ERCSUM,0
840,state,SR09A-PC-HSTR-05:STATE,2
840,h_fofb_disabled,SR09A-PC-HSTR-05:FAST:DISABLED,0
840,h_sofb_disabled,SR09A-PC-HSTR-05:SLOW:DISABLED,0
840,error_sum,SR09A-PC-VSTR-05:ERCSUM,0
840,state,SR09A-PC-VSTR-05:STATE,2
840,v_fofb_disabled,SR09A-PC-VSTR-05:FAST:DISABLED,0
840,v_sofb_disabled,SR09A-PC-VSTR-05:SLOW:DISABLED,0
845,enabled,SR09C-DI-EBPM-05:CF:ENABLED_S,1
845,x_fofb_disabled,SR09C-PC-HBPM-05:FAST:DISABLED,0
845,x_sofb_disabled,SR09C-PC-HBPM-05:SLOW:DISABLED,0
845,y_fofb_disabled,SR09C-PC-VBPM-05:FAST:DISABLED,0
845,y_sofb_disabled,SR09C-PC-VBPM-05:SLOW:DISABLED,0
850,error_sum,SR09A-PC-HSTR-06:ERCSUM,0
850,state,SR09A-PC-HSTR-06:STATE,2
850,h_fofb_disabled,SR09A-PC-HSTR-06:FAST:DISABLED,0
850,h_sofb_disabled,SR09A-PC-HSTR-06:SLOW:DISABLED,0
850,error_sum,SR09A-PC-VSTR-06:ERCSUM,0
850,state,SR09A-PC-VSTR-06:STATE,2
850,v_fofb_disabled,SR09A-PC-VSTR-06:FAST:DISABLED,0
850,v_sofb_disabled,SR09A-PC-VSTR-06:SLOW:DISABLED,0
855,enabled,SR09C-DI-EBPM-06:CF:ENABLED_S,1
855,x_fofb_disabled,SR09C-PC-HBPM-06:FAST:DISABLED,0
855,x_sofb_disabled,SR09C-PC-HBPM-06:SLOW:DISABLED,0
855,y_fofb_disabled,SR09C-PC-VBPM-06:FAST:DISABLED,0
855,y_sofb_disabled,SR09C-PC-VBPM-06:SLOW:DISABLED,0
860,error_sum,SR09A-PC-HSTR-07:ERCSUM,0
860,state,SR09A-PC-HSTR-07:STATE,2
860,h_fofb_disabled,SR09A-PC-HSTR-07:FAST:DISABLED,0
860,h_sofb_disabled,SR09A-PC-HSTR-07:SLOW:DISABLED,0
860,error_sum,SR09A-PC-VSTR-07:ERCSUM,0
860,state,SR09A-PC-VSTR-07:STATE,2
860,v_fofb_disabled,SR09A-PC-VSTR-07:FAST:DISABLED,0
860,v_sofb_disabled,SR09A-PC-VSTR-07:SLOW:DISABLED,0
865,enabled,SR09C-DI-EBPM-07:CF:ENABLED_S,1
865,x_fofb_disabled,SR09C-PC-HBPM-07:FAST:DISABLED,0
865,x_sofb_disabled,SR09C-PC-HBPM-07:SLOW:DISABLED,0
865,y_fofb_disabled,SR09C-PC-VBPM-07:FAST:DISABLED,0
865,y_sofb_disabled,SR09C-PC-VBPM-07:SLOW:DISABLED,0
915,enabled,SR10C-DI-EBPM-01:CF:ENABLED_S,1
915,x_fofb_disabled,SR10C-PC-HBPM-01:FAST:DISABLED,0
915,x_sofb_disabled,SR10C-PC-HBPM-01:SLOW:DISABLED,0
915,y_fofb_disabled,SR10C-PC-VBPM-01:FAST:DISABLED,0
915,y_sofb_disabled,SR10C-PC-VBPM-01:SLOW:DISABLED,0
920,error_sum,SR10A-PC-HSTR-01:ERCSUM,0
920,state,SR10A-PC-HSTR-01:STATE,2
920,h_fofb_disabled,SR10A-PC-HSTR-01:FAST:DISABLED,0
920,h_sofb_disabled,SR10A-PC-HSTR-01:SLOW:DISABLED,0
920,error_sum,SR10A-PC-VSTR-01:ERCSUM,0
920,state,SR10A-PC-VSTR-01:STATE,2
920,v_fofb_disabled,SR10A-PC-VSTR-01:FAST:DISABLED,0
920,v_sofb_disabled,SR10A-PC-VSTR-01:SLOW:DISABLED,0
928,error_sum,SR10A-PC-HSTR-02:ERCSUM,0
928,state,SR10A-PC-HSTR-02:STATE,2
928,h_fofb_disabled,SR10A-PC-HSTR-02:FAST:DISABLED,0
928,h_sofb_disabled,SR10A-PC-HSTR-02:SLOW:DISABLED,0
928,error_sum,SR10A-PC-VSTR-02:ERCSUM,0
928,state,SR10A-PC-VSTR-02:STATE,2
928,v_fofb_disabled,SR10A-PC-VSTR-02:FAST:DISABLED,0
928,v_sofb_disabled,SR10A-PC-VSTR-02:SLOW:DISABLED,0
931,enabled,SR10C-DI-EBPM-02:CF:ENABLED_S,1
931,x_fofb_disabled,SR10C-PC-HBPM-02:FAST:DISABLED,0
931,x_sofb_disabled,SR10C-PC-HBPM-02:SLOW:DISABLED,0
931,y_fofb_disabled,SR10C-PC-VBPM-02:FAST:DISABLED,0
931,y_sofb_disabled,SR10C-PC-VBPM-02:SLOW:DISABLED,0
937,enabled,SR10C-DI-EBPM-03:CF:ENABLED_S,1
937,x_fofb_disabled,SR10C-PC-HBPM-03:FAST:DISABLED,0
937,x_sofb_disabled,SR10C-PC-HBPM-03:SLOW:DISABLED,0
937,y_fofb_disabled,SR10C-PC-VBPM-03:FAST:DISABLED,0
937,y_sofb_disabled,SR10C-PC-VBPM-03:SLOW:DISABLED,0
940,error_sum,SR10A-PC-HSTR-03:ERCSUM,0
940,state,SR10A-PC-HSTR-03:STATE,2
940,h_fofb_disabled,SR10A-PC-HSTR-03:FAST:DISABLED,0
940,h_sofb_disabled,SR10A-PC-HSTR-03:SLOW:DISABLED,0
940,error_sum,SR10A-PC-VSTR-03:ERCSUM,0
940,state,SR10A-PC-VSTR-03:STATE,2
940,v_fofb_disabled,SR10A-PC-VSTR-03:FAST:DISABLED,0
940,v_sofb_disabled,SR10A-PC-VSTR-03:SLOW:DISABLED,0
945,enabled,SR10C-DI-EBPM-04:CF:ENABLED_S,1
945,x_fofb_disabled,SR10C-PC-HBPM-04:FAST:DISABLED,0
945,x_sofb_disabled,SR10C-PC-HBPM-04:SLOW:DISABLED,0
945,y_fofb_disabled,SR10C-PC-VBPM-04:FAST:DISABLED,0
945,y_sofb_disabled,SR10C-PC-VBPM-04:SLOW:DISABLED,0
948,error_sum,SR10A-PC-HSTR-04:ERCSUM,0
948,state,SR10A-PC-HSTR-04:STATE,2
948,h_fofb_disabled,SR10A-PC-HSTR-04:FAST:DISABLED,0
948,h_sofb_disabled,SR10A-PC-HSTR-04:SLOW:DISABLED,0
948,error_sum,SR10A-PC-VSTR-04:ERCSUM,0
948,state,SR10A-PC-VSTR-04:STATE,2
948,v_fofb_disabled,SR10A-PC-VSTR-04:FAST:DISABLED,0
948,v_sofb_disabled,SR10A-PC-VSTR-04:SLOW:DISABLED,0
954,error_sum,SR10A-PC-HSTR-05:ERCSUM,0
954,state,SR10A-PC-HSTR-05:STATE,2
954,h_fofb_disabled,SR10A-PC-HSTR-05:FAST:DISABLED,0
954,h_sofb_disabled,SR10A-PC-HSTR-05:SLOW:DISABLED,0
954,error_sum,SR10A-PC-VSTR-05:ERCSUM,0
954,state,SR10A-PC-VSTR-05:STATE,2
954,v_fofb_disabled,SR10A-PC-VSTR-05:FAST:DISABLED,0
954,v_sofb_disabled,SR10A-PC-VSTR-05:SLOW:DISABLED,0
959,enabled,SR10C-DI-EBPM-05:CF:ENABLED_S,1
959,x_fofb_disabled,SR10C-PC-HBPM-05:FAST:DISABLED,0
959,x_sofb_disabled,SR10C-PC-HBPM-05:SLOW:DISABLED,0
959,y_fofb_disabled,SR10C-PC-VBPM-05:FAST:DISABLED,0
959,y_sofb_disabled,SR10C-PC-VBPM-05:SLOW:DISABLED,0
964,error_sum,SR10A-PC-HSTR-06:ERCSUM,0
964,state,SR10A-PC-HSTR-06:STATE,2
964,h_fofb_disabled,SR10A-PC-HSTR-06:FAST:DISABLED,0
964,h_sofb_disabled,SR10A-PC-HSTR-06:SLOW:DISABLED,0
964,error_sum,SR10A-PC-VSTR-06:ERCSUM,0
964,state,SR10A-PC-VSTR-06:STATE,2
964,v_fofb_disabled,SR10A-PC-VSTR-06:FAST:DISABLED,0
964,v_sofb_disabled,SR10A-PC-VSTR-06:SLOW:DISABLED,0
969,enabled,SR10C-DI-EBPM-06:CF:ENABLED_S,1
969,x_fofb_disabled,SR10C-PC-HBPM-06:FAST:DISABLED,0
969,x_sofb_disabled,SR10C-PC-HBPM-06:SLOW:DISABLED,0
969,y_fofb_disabled,SR10C-PC-VBPM-06:FAST:DISABLED,0
969,y_sofb_disabled,SR10C-PC-VBPM-06:SLOW:DISABLED,0
974,error_sum,SR10A-PC-HSTR-07:ERCSUM,0
974,state,SR10A-PC-HSTR-07:STATE,2
974,h_fofb_disabled,SR10A-PC-HSTR-07:FAST:DISABLED,0
974,h_sofb_disabled,SR10A-PC-HSTR-07:SLOW:DISABLED,0
974,error_sum,SR10A-PC-VSTR-07:ERCSUM,0
974,state,SR10A-PC-VSTR-07:STATE,2
974,v_fofb_disabled,SR10A-PC-VSTR-07:FAST:DISABLED,0
974,v_sofb_disabled,SR10A-PC-VSTR-07:SLOW:DISABLED,0
979,enabled,SR10C-DI-EBPM-07:CF:ENABLED_S,1
979,x_fofb_disabled,SR10C-PC-HBPM-07:FAST:DISABLED,0
979,x_sofb_disabled,SR10C-PC-HBPM-07:SLOW:DISABLED,0
979,y_fofb_disabled,SR10C-PC-VBPM-07:FAST:DISABLED,0
979,y_sofb_disabled,SR10C-PC-VBPM-07:SLOW:DISABLED,0
993,enabled,SR11C-DI-EBPM-01:CF:ENABLED_S,1
993,x_fofb_disabled,SR11C-PC-HBPM-01:FAST:DISABLED,0
993,x_sofb_disabled,SR11C-PC-HBPM-01:SLOW:DISABLED,0
993,y_fofb_disabled,SR11C-PC-VBPM-01:FAST:DISABLED,0
993,y_sofb_disabled,SR11C-PC-VBPM-01:SLOW:DISABLED,0
998,error_sum,SR11A-PC-HSTR-01:ERCSUM,0
998,state,SR11A-PC-HSTR-01:STATE,2
998,h_fofb_disabled,SR11A-PC-HSTR-01:FAST:DISABLED,0
998,h_sofb_disabled,SR11A-PC-HSTR-01:SLOW:DISABLED,0
998,error_sum,SR11A-PC-VSTR-01:ERCSUM,0
998,state,SR11A-PC-VSTR-01:STATE,2
998,v_fofb_disabled,SR11A-PC-VSTR-01:FAST:DISABLED,0
998,v_sofb_disabled,SR11A-PC-VSTR-01:SLOW:DISABLED,0
1006,error_sum,SR11A-PC-HSTR-02:ERCSUM,0
1006,state,SR11A-PC-HSTR-02:STATE,2
1006,h_fofb_disabled,SR11A-PC-HSTR-02:FAST:DISABLED,0
1006,h_sofb_disabled,SR11A-PC-HSTR-02:SLOW:DISABLED,0
1006,error_sum,SR11A-PC-VSTR-02:ERCSUM,0
1006,state,SR11A-PC-VSTR-02:STATE,2
1006,v_fofb_disabled,SR11A-PC-VSTR-02:FAST:DISABLED,0
1006,v_sofb_disabled,SR11A-PC-VSTR-02:SLOW:DISABLED,0
1009,enabled,SR11C-DI-EBPM-02:CF:ENABLED_S,1
1009,x_fofb_disabled,SR11C-PC-HBPM-02:FAST:DISABLED,0
1009,x_sofb_disabled,SR11C-PC-HBPM-02:SLOW:DISABLED,0
1009,y_fofb_disabled,SR11C-PC-VBPM-02:FAST:DISABLED,0
1009,y_sofb_disabled,SR11C-PC-VBPM-02:SLOW:DISABLED,0
1015,enabled,SR11C-DI-EBPM-03:CF:ENABLED_S,1
1015,x_fofb_disabled,SR11C-PC-HBPM-03:FAST:DISABLED,0
1015,x_sofb_disabled,SR11C-PC-HBPM-03:SLOW:DISABLED,0
1015,y_fofb_disabled,SR11C-PC-VBPM-03:FAST:DISABLED,0
1015,y_sofb_disabled,SR11C-PC-VBPM-03:SLOW:DISABLED,0
1018,error_sum,SR11A-PC-HSTR-03:ERCSUM,0
1018,state,SR11A-PC-HSTR-03:STATE,2
1018,h_fofb_disabled,SR11A-PC-HSTR-03:FAST:DISABLED,0
1018,h_sofb_disabled,SR11A-PC-HSTR-03:SLOW:DISABLED,0
1018,error_sum,SR11A-PC-VSTR-03:ERCSUM,0
1018,state,SR11A-PC-VSTR-03:STATE,2
1018,v_fofb_disabled,SR11A-PC-VSTR-03:FAST:DISABLED,0
1018,v_sofb_disabled,SR11A-PC-VSTR-03:SLOW:DISABLED,0
1023,enabled,SR11C-DI-EBPM-04:CF:ENABLED_S,1
1023,x_fofb_disabled,SR11C-PC-HBPM-04:FAST:DISABLED,0
1023,x_sofb_disabled,SR11C-PC-HBPM-04:SLOW:DISABLED,0
1023,y_fofb_disabled,SR11C-PC-VBPM-04:FAST:DISABLED,0
1023,y_sofb_disabled,SR11C-PC-VBPM-04:SLOW:DISABLED,0
1026,error_sum,SR11A-PC-HSTR-04:ERCSUM,0
1026,state,SR11A-PC-HSTR-04:STATE,2
1026,h_fofb_disabled,SR11A-PC-HSTR-04:FAST:DISABLED,0
1026,h_sofb_disabled,SR11A-PC-HSTR-04:SLOW:DISABLED,0
1026,error_sum,SR11A-PC-VSTR-04:ERCSUM,0
1026,state,SR11A-PC-VSTR-04:STATE,2
1026,v_fofb_disabled,SR11A-PC-VSTR-04:FAST:DISABLED,0
1026,v_sofb_disabled,SR11A-PC-VSTR-04:SLOW:DISABLED,0
1032,error_sum,SR11A-PC-HSTR-05:ERCSUM,0
1032,state,SR11A-PC-HSTR-05:STATE,2
1032,h_fofb_disabled,SR11A-PC-HSTR-05:FAST:DISABLED,0
1032,h_sofb_disabled,SR11A-PC-HSTR-05:SLOW:DISABLED,0
1032,error_sum,SR11A-PC-VSTR-05:ERCSUM,0
1032,state,SR11A-PC-VSTR-05:STATE,2
1032,v_fofb_disabled,SR11A-PC-VSTR-05:FAST:DISABLED,0
1032,v_sofb_disabled,SR11A-PC-VSTR-05:SLOW:DISABLED,0
1037,enabled,SR11C-DI-EBPM-05:CF:ENABLED_S,1
1037,x_fofb_disabled,SR11C-PC-HBPM-05:FAST:DISABLED,0
1037,x_sofb_disabled,SR11C-PC-HBPM-05:SLOW:DISABLED,0
1037,y_fofb_disabled,SR11C-PC-VBPM-05:FAST:DISABLED,0
1037,y_sofb_disabled,SR11C-PC-VBPM-05:SLOW:DISABLED,0
1042,error_sum,SR11A-PC-HSTR-06:ERCSUM,0
1042,state,SR11A-PC-HSTR-06:STATE,2
1042,h_fofb_disabled,SR11A-PC-HSTR-06:FAST:DISABLED,0
1042,h_sofb_disabled,SR11A-PC-HSTR-06:SLOW:DISABLED,0
1042,error_sum,SR11A-PC-VSTR-06:ERCSUM,0
1042,state,SR11A-PC-VSTR-06:STATE,2
1042,v_fofb_disabled,SR11A-PC-VSTR-06:FAST:DISABLED,0
1042,v_sofb_disabled,SR11A-PC-VSTR-06:SLOW:DISABLED,0
1047,enabled,SR11C-DI-EBPM-06:CF:ENABLED_S,1
1047,x_fofb_disabled,SR11C-PC-HBPM-06:FAST:DISABLED,0
1047,x_sofb_disabled,SR11C-PC-HBPM-06:SLOW:DISABLED,0
1047,y_fofb_disabled,SR11C-PC-VBPM-06:FAST:DISABLED,0
1047,y_sofb_disabled,SR11C-PC-VBPM-06:SLOW:DISABLED,0
1052,error_sum,SR11A-PC-HSTR-07:ERCSUM,0
1052,state,SR11A-PC-HSTR-07:STATE,2
1052,h_fofb_disabled,SR11A-PC-HSTR-07:FAST:DISABLED,0
1052,h_sofb_disabled,SR11A-PC-HSTR-07:SLOW:DISABLED,0
1052,error_sum,SR11A-PC-VSTR-07:ERCSUM,0
1052,state,SR11A-PC-VSTR-07:STATE,2
1052,v_fofb_disabled,SR11A-PC-VSTR-07:FAST:DISABLED,0
1052,v_sofb_disabled,SR11A-PC-VSTR-07:SLOW:DISABLED,0
1057,enabled,SR11C-DI-EBPM-07:CF:ENABLED_S,1
1057,x_fofb_disabled,SR11C-PC-HBPM-07:FAST:DISABLED,0
1057,x_sofb_disabled,SR11C-PC-HBPM-07:SLOW:DISABLED,0
1057,y_fofb_disabled,SR11C-PC-VBPM-07:FAST:DISABLED,0
1057,y_sofb_disabled,SR11C-PC-VBPM-07:SLOW:DISABLED,0
1071,enabled,SR12C-DI-EBPM-01:CF:ENABLED_S,1
1071,x_fofb_disabled,SR12C-PC-HBPM-01:FAST:DISABLED,0
1071,x_sofb_disabled,SR12C-PC-HBPM-01:SLOW:DISABLED,0
1071,y_fofb_disabled,SR12C-PC-VBPM-01:FAST:DISABLED,0
1071,y_sofb_disabled,SR12C-PC-VBPM-01:SLOW:DISABLED,0
1076,error_sum,SR12A-PC-HSTR-01:ERCSUM,0
1076,state,SR12A-PC-HSTR-01:STATE,2
1076,h_fofb_disabled,SR12A-PC-HSTR-01:FAST:DISABLED,0
1076,h_sofb_disabled,SR12A-PC-HSTR-01:SLOW:DISABLED,0
1076,error_sum,SR12A-PC-VSTR-01:ERCSUM,0
1076,state,SR12A-PC-VSTR-01:STATE,2
1076,v_fofb_disabled,SR12A-PC-VSTR-01:FAST:DISABLED,0
1076,v_sofb_disabled,SR12A-PC-VSTR-01:SLOW:DISABLED,0
1084,error_sum,SR12A-PC-HSTR-02:ERCSUM,0
1084,state,SR12A-PC-HSTR-02:STATE,2
1084,h_fofb_disabled,SR12A-PC-HSTR-02:FAST:DISABLED,0
1084,h_sofb_disabled,SR12A-PC-HSTR-02:SLOW:DISABLED,0
1084,error_sum,SR12A-PC-VSTR-02:ERCSUM,0
1084,state,SR12A-PC-VSTR-02:STATE,2
1084,v_fofb_disabled,SR12A-PC-VSTR-02:FAST:DISABLED,0
1084,v_sofb_disabled,SR12A-PC-VSTR-02:SLOW:DISABLED,0
1087,enabled,SR12C-DI-EBPM-02:CF:ENABLED_S,1
1087,x_fofb_disabled,SR12C-PC-HBPM-02:FAST:DISABLED,0
1087,x_sofb_disabled,SR12C-PC-HBPM-02:SLOW:DISABLED,0
1087,y_fofb_disabled,SR12C-PC-VBPM-02:FAST:DISABLED,0
1087,y_sofb_disabled,SR12C-PC-VBPM-02:SLOW:DISABLED,0
1093,enabled,SR12C-DI-EBPM-03:CF:ENABLED_S,1
1093,x_fofb_disabled,SR12C-PC-HBPM-03:FAST:DISABLED,0
1093,x_sofb_disabled,SR12C-PC-HBPM-03:SLOW:DISABLED,0
1093,y_fofb_disabled,SR12C-PC-VBPM-03:FAST:DISABLED,0
1093,y_sofb_disabled,SR12C-PC-VBPM-03:SLOW:DISABLED,0
1096,error_sum,SR12A-PC-HSTR-03:ERCSUM,0
1096,state,SR12A-PC-HSTR-03:STATE,2
1096,h_fofb_disabled,SR12A-PC-HSTR-03:FAST:DISABLED,0
1096,h_sofb_disabled,SR12A-PC-HSTR-03:SLOW:DISABLED,0
1096,error_sum,SR12A-PC-VSTR-03:ERCSUM,0
1096,state,SR12A-PC-VSTR-03:STATE,2
1096,v_fofb_disabled,SR12A-PC-VSTR-03:FAST:DISABLED,0
1096,v_sofb_disabled,SR12A-PC-VSTR-03:SLOW:DISABLED,0
1101,enabled,SR12C-DI-EBPM-04:CF:ENABLED_S,1
1101,x_fofb_disabled,SR12C-PC-HBPM-04:FAST:DISABLED,0
1101,x_sofb_disabled,SR12C-PC-HBPM-04:SLOW:DISABLED,0
1101,y_fofb_disabled,SR12C-PC-VBPM-04:FAST:DISABLED,0
1101,y_sofb_disabled,SR12C-PC-VBPM-04:SLOW:DISABLED,0
1104,error_sum,SR12A-PC-HSTR-04:ERCSUM,0
1104,state,SR12A-PC-HSTR-04:STATE,2
1104,h_fofb_disabled,SR12A-PC-HSTR-04:FAST:DISABLED,0
1104,h_sofb_disabled,SR12A-PC-HSTR-04:SLOW:DISABLED,0
1104,error_sum,SR12A-PC-VSTR-04:ERCSUM,0
1104,state,SR12A-PC-VSTR-04:STATE,2
1104,v_fofb_disabled,SR12A-PC-VSTR-04:FAST:DISABLED,0
1104,v_sofb_disabled,SR12A-PC-VSTR-04:SLOW:DISABLED,0
1110,error_sum,SR12A-PC-HSTR-05:ERCSUM,0
1110,state,SR12A-PC-HSTR-05:STATE,2
1110,h_fofb_disabled,SR12A-PC-HSTR-05:FAST:DISABLED,0
1110,h_sofb_disabled,SR12A-PC-HSTR-05:SLOW:DISABLED,0
1110,error_sum,SR12A-PC-VSTR-05:ERCSUM,0
1110,state,SR12A-PC-VSTR-05:STATE,2
1110,v_fofb_disabled,SR12A-PC-VSTR-05:FAST:DISABLED,0
1110,v_sofb_disabled,SR12A-PC-VSTR-05:SLOW:DISABLED,0
1115,enabled,SR12C-DI-EBPM-05:CF:ENABLED_S,1
1115,x_fofb_disabled,SR12C-PC-HBPM-05:FAST:DISABLED,0
1115,x_sofb_disabled,SR12C-PC-HBPM-05:SLOW:DISABLED,0
1115,y_fofb_disabled,SR12C-PC-VBPM-05:FAST:DISABLED,0
1115,y_sofb_disabled,SR12C-PC-VBPM-05:SLOW:DISABLED,0
1120,error_sum,SR12A-PC-HSTR-06:ERCSUM,0
1120,state,SR12A-PC-HSTR-06:STATE,2
1120,h_fofb_disabled,SR12A-PC-HSTR-06:FAST:DISABLED,0
1120,h_sofb_disabled,SR12A-PC-HSTR-06:SLOW:DISABLED,0
1120,error_sum,SR12A-PC-VSTR-06:ERCSUM,0
1120,state,SR12A-PC-VSTR-06:STATE,2
1120,v_fofb_disabled,SR12A-PC-VSTR-06:FAST:DISABLED,0
1120,v_sofb_disabled,SR12A-PC-VSTR-06:SLOW:DISABLED,0
1125,enabled,SR12C-DI-EBPM-06:CF:ENABLED_S,1
1125,x_fofb_disabled,SR12C-PC-HBPM-06:FAST:DISABLED,0
1125,x_sofb_disabled,SR12C-PC-HBPM-06:SLOW:DISABLED,0
1125,y_fofb_disabled,SR12C-PC-VBPM-06:FAST:DISABLED,0
1125,y_sofb_disabled,SR12C-PC-VBPM-06:SLOW:DISABLED,0
1130,error_sum,SR12A-PC-HSTR-07:ERCSUM,0
1130,state,SR12A-PC-HSTR-07:STATE,2
1130,h_fofb_disabled,SR12A-PC-HSTR-07:FAST:DISABLED,0
1130,h_sofb_disabled,SR12A-PC-HSTR-07:SLOW:DISABLED,0
1130,error_sum,SR12A-PC-VSTR-07:ERCSUM,0
1130,state,SR12A-PC-VSTR-07:STATE,2
1130,v_fofb_disabled,SR12A-PC-VSTR-07:FAST:DISABLED,0
1130,v_sofb_disabled,SR12A-PC-VSTR-07:SLOW:DISABLED,0
1141,enabled,SR12C-DI-EBPM-07:CF:ENABLED_S,1
1141,x_fofb_disabled,SR12C-PC-HBPM-07:FAST:DISABLED,0
1141,x_sofb_disabled,SR12C-PC-HBPM-07:SLOW:DISABLED,0
1141,y_fofb_disabled,SR12C-PC-VBPM-07:FAST:DISABLED,0
1141,y_sofb_disabled,SR12C-PC-VBPM-07:SLOW:DISABLED,0
1153,enabled,SR13S-DI-EBPM-01:CF:ENABLED_S,1
1153,x_fofb_disabled,SR13S-PC-HBPM-01:FAST:DISABLED,0
1153,x_sofb_disabled,SR13S-PC-HBPM-01:SLOW:DISABLED,0
1153,y_fofb_disabled,SR13S-PC-VBPM-01:FAST:DISABLED,0
1153,y_sofb_disabled,SR13S-PC-VBPM-01:SLOW:DISABLED,0
1155,error_sum,SR13S-PC-HSTR-01:ERCSUM,0
1155,state,SR13S-PC-HSTR-01:STATE,2
1155,h_fofb_disabled,SR13S-PC-HSTR-01:FAST:DISABLED,0
1155,h_sofb_disabled,SR13S-PC-HSTR-01:SLOW:DISABLED,0
1156,error_sum,SR13S-PC-VSTR-01:ERCSUM,0
1156,state,SR13S-PC-VSTR-01:STATE,2
1156,v_fofb_disabled,SR13S-PC-VSTR-01:FAST:DISABLED,0
1156,v_sofb_disabled,SR13S-PC-VSTR-01:SLOW:DISABLED,0
1166,enabled,SR13S-DI-EBPM-02:CF:ENABLED_S,1
1166,x_fofb_disabled,SR13S-PC-HBPM-02:FAST:DISABLED,0
1166,x_sofb_disabled,SR13S-PC-HBPM-02:SLOW:DISABLED,0
1166,y_fofb_disabled,SR13S-PC-VBPM-02:FAST:DISABLED,0
1166,y_sofb_disabled,SR13S-PC-VBPM-02:SLOW:DISABLED,0
1168,error_sum,SR13S-PC-HSTR-02:ERCSUM,0
1168,state,SR13S-PC-HSTR-02:STATE,2
1168,h_fofb_disabled,SR13S-PC-HSTR-02:FAST:DISABLED,0
1168,h_sofb_disabled,SR13S-PC-HSTR-02:SLOW:DISABLED,0
1169,error_sum,SR13S-PC-VSTR-02:ERCSUM,0
1169,state,SR13S-PC-VSTR-02:STATE,2
1169,v_fofb_disabled,SR13S-PC-VSTR-02:FAST:DISABLED,0
1169,v_sofb_disabled,SR13S-PC-VSTR-02:SLOW:DISABLED,0
1181,enabled,SR13C-DI-EBPM-01:CF:ENABLED_S,1
1181,x_fofb_disabled,SR13C-PC-HBPM-01:FAST:DISABLED,0
1181,x_sofb_disabled,SR13C-PC-HBPM-01:SLOW:DISABLED,0
1181,y_fofb_disabled,SR13C-PC-VBPM-01:FAST:DISABLED,0
1181,y_sofb_disabled,SR13C-PC-VBPM-01:SLOW:DISABLED,0
1192,error_sum,SR13A-PC-HSTR-01:ERCSUM,0
1192,state,SR13A-PC-HSTR-01:STATE,2
1192,h_fofb_disabled,SR13A-PC-HSTR-01:FAST:DISABLED,0
1192,h_sofb_disabled,SR13A-PC-HSTR-01:SLOW:DISABLED,0
1192,error_sum,SR13A-PC-VSTR-01:ERCSUM,0
1192,state,SR13A-PC-VSTR-01:STATE,2
1192,v_fofb_disabled,SR13A-PC-VSTR-01:FAST:DISABLED,0
1192,v_sofb_disabled,SR13A-PC-VSTR-01:SLOW:DISABLED,0
1200,error_sum,SR13A-PC-HSTR-02:ERCSUM,0
1200,state,SR13A-PC-HSTR-02:STATE,2
